gender,height_cm,weight_kg,body_fat_pct,chest_cm,waist_cm,shoulders_cm,arms_cm,forearms_cm,neck_cm,thighs_cm,calves_cm,hips_cm,ratio_shoulder_to_waist,ratio_chest_to_waist,ratio_hip_to_waist,ratio_thigh_to_waist,ratio_calf_to_thigh,ratio_arm_to_neck,ratio_forearm_to_arm,target_focus
male,160.9,67.6,19.6,103.9,88.4,122.9,31.5,25.5,39.1,56.7,39.6,98.7,1.3903,1.1753,1.1165,0.6414,0.6984,0.8056,0.8095,arms
male,174.7,96.9,30.2,100.4,88.5,110.6,37.6,31.4,36.5,61.5,37.1,98.7,1.2497,1.1345,1.1153,0.6949,0.6033,1.0301,0.8351,shoulders
female,168.1,63.5,31.0,97.8,69.6,104.0,21.8,24.5,36.1,54.5,35.5,98.2,1.4943,1.4052,1.4109,0.783,0.6514,0.6039,1.1239,arms
female,166.4,56.4,24.6,83.7,78.7,105.7,26.5,23.1,32.4,62.9,28.305,105.1,1.3431,1.0635,1.3355,0.7992,0.45,0.8179,0.8717,calves
male,183.7,96.5,24.5,111.8,86.6,127.9,40.5,24.6,36.2,49.0,40.2,85.4,1.4769,1.291,0.9861,0.5658,0.8204,1.1188,0.6074,legs
male,170.3,57.7,19.6,91.3,68.8,117.7,34.1,22.4,35.9,57.6,34.6,93.7,1.7108,1.327,1.3619,0.8372,0.6007,0.9499,0.6569,forearms
male,193.0,77.6,10.1,98.1,85.7,117.6,36.4,34.6,32.9,55.0,42.2,92.3,1.3722,1.1447,1.077,0.6418,0.7673,1.1064,0.9505,chest
male,182.4,99.3,29.5,102.7,68.3,112.4,42.7,23.8,39.5,42.9,30.6,102.2,1.6457,1.5037,1.4963,0.6281,0.7133,1.081,0.5574,forearms
female,162.7,56.0,14.0,94.9,71.7,93.3,28.1,24.5,32.5,56.7,35.1,94.3,1.3013,1.3236,1.3152,0.7908,0.619,0.8646,0.8719,shoulders
male,183.1,96.5,22.7,94.6,89.7,121.7,31.2,26.6,40.0,66.3,28.8,107.5,1.3567,1.0546,1.1984,0.7391,0.4344,0.78,0.8526,calves
male,179.4,78.6,20.3,94.9,82.4,106.2,27.0,35.0,38.2,59.2,26.64,90.2,1.2888,1.1517,1.0947,0.7184,0.45,0.7068,1.2963,arms
male,178.6,79.2,13.5,103.8,85.7,121.1,36.8,27.5,37.5,66.9,32.2,82.9,1.4131,1.2112,0.9673,0.7806,0.4813,0.9813,0.7473,glutes
male,173.6,66.9,23.3,98.8,72.6,133.5,27.6,27.7,32.3,59.6,33.4,101.7,1.8388,1.3609,1.4008,0.8209,0.5604,0.8545,1.0036,arms
female,173.1,60.3,16.4,91.7,72.0,91.3,24.3,21.2,36.9,60.2,33.8,103.8,1.2681,1.2736,1.4417,0.8361,0.5615,0.6585,0.8724,arms
female,161.6,69.4,27.0,86.2,73.7,106.4,28.0,25.2,33.8,59.1,41.0,106.6,1.4437,1.1696,1.4464,0.8019,0.6937,0.8284,0.9,arms
male,173.3,59.7,17.2,98.2,97.1,109.0,33.7,29.2,38.3,57.0,37.4,103.6,1.1226,1.0113,1.0669,0.587,0.6561,0.8799,0.8665,shoulders
male,178.2,70.6,27.2,91.4,100.1,128.8,40.0,30.1,31.7,51.8,37.2,91.3,1.2867,0.9131,0.9121,0.5175,0.7181,1.2618,0.7525,chest
female,168.7,63.1,18.7,96.2,78.1,102.3,30.5,23.2,36.3,56.9,25.605,85.0,1.3099,1.2318,1.0883,0.7286,0.45,0.8402,0.7607,calves
male,175.2,70.0,25.0,107.1,65.9,123.7,36.4,25.8,35.5,48.5,34.6,94.8,1.8771,1.6252,1.4385,0.736,0.7134,1.0254,0.7088,forearms
male,179.9,67.2,19.4,98.0,75.6,105.3,36.5,29.3,39.7,53.6,36.7,86.4,1.3929,1.2963,1.1429,0.709,0.6847,0.9194,0.8027,shoulders
female,165.2,67.9,16.2,82.6,71.1,110.7,25.2,23.4,33.6,54.5,35.9,89.2,1.557,1.1617,1.2546,0.7665,0.6587,0.75,0.9286,arms
male,188.0,103.1,23.1,108.8,67.6,110.4,27.825000000000003,35.2,37.1,62.5,37.5,98.5,1.6331,1.6095,1.4571,0.9246,0.6,0.75,1.265,arms
female,167.5,64.7,18.8,71.1,84.3,99.7,21.5,24.1,34.0,60.6,38.9,92.6,1.1827,0.8434,1.0985,0.7189,0.6419,0.6324,1.1209,chest
male,175.8,93.5,5.4,101.0,92.4,125.1,36.8,31.2,29.8,67.7,37.3,105.3,1.3539,1.0931,1.1396,0.7327,0.551,1.2349,0.8478,chest
male,165.7,107.0,12.4,97.5,88.7,124.2,38.3,28.7,34.8,62.2,27.990000000000002,83.3,1.4002,1.0992,0.9391,0.7012,0.45,1.1006,0.7493,calves
male,160.6,96.5,14.2,105.6,88.6,117.7,35.8,27.7,40.1,71.1,30.6,73.7,1.3284,1.1919,0.8318,0.8025,0.4304,0.8928,0.7737,glutes
female,162.1,60.8,20.4,96.1,62.9,107.2,30.2,23.8,34.2,61.7,35.2,97.2,1.7043,1.5278,1.5453,0.9809,0.5705,0.883,0.7881,arms
male,182.2,94.5,7.7,98.5,74.4,122.5,36.9,27.2,35.8,61.6,35.5,106.0,1.6465,1.3239,1.4247,0.828,0.5763,1.0307,0.7371,forearms
male,185.0,85.3,29.0,101.9,79.7,112.6,31.2,28.0,39.4,49.5,34.2,97.5,1.4128,1.2785,1.2233,0.6211,0.6909,0.7919,0.8974,arms
male,177.8,85.4,10.6,92.7,83.5,122.1,34.9,25.5,37.3,67.1,38.2,94.9,1.4623,1.1102,1.1365,0.8036,0.5693,0.9357,0.7307,chest
female,160.7,65.1,27.7,94.0,77.1,101.4,26.2,28.1,31.6,48.2,29.3,97.2,1.3152,1.2192,1.2607,0.6252,0.6079,0.8291,1.0725,shoulders
female,161.5,81.3,26.0,97.8,67.9,98.8,28.3,24.2,32.6,57.8,26.009999999999998,88.6,1.4551,1.4404,1.3049,0.8513,0.45,0.8681,0.8551,calves
female,161.9,59.8,28.4,86.5,58.0,102.3,26.25,24.2,35.0,43.0,32.3,102.8,1.7638,1.4914,1.7724,0.7414,0.7512,0.75,0.9219,arms
female,169.7,76.5,25.0,84.6,55.5,109.7,35.0,27.5,32.5,49.4,37.9,99.0,1.9766,1.5243,1.7838,0.8901,0.7672,1.0769,0.7857,forearms
male,180.1,83.3,24.2,108.5,79.3,110.6,24.0,27.0,34.7,60.5,34.7,94.4,1.3947,1.3682,1.1904,0.7629,0.5736,0.6916,1.125,arms
female,167.4,63.7,36.1,95.2,70.7,101.4,30.8,23.5,30.2,61.4,39.4,109.5,1.4342,1.3465,1.5488,0.8685,0.6417,1.0199,0.763,shoulders
male,192.5,106.2,20.0,98.3,67.5,118.1,36.1,28.1,32.3,56.3,38.6,88.8,1.7496,1.4563,1.3156,0.8341,0.6856,1.1176,0.7784,forearms
female,167.6,77.3,36.3,87.4,75.5,105.5,30.3,24.3,36.6,42.0,36.5,103.9,1.3974,1.1576,1.3762,0.5563,0.869,0.8279,0.802,legs
female,151.4,64.3,21.7,101.7,77.0,98.4,20.8,24.5,34.7,54.7,24.615000000000002,97.2,1.2779,1.3208,1.2623,0.7104,0.45,0.5994,1.1779,arms
male,184.9,59.1,9.6,116.3,92.4,107.9,27.7,28.6,34.6,56.1,35.8,95.4,1.1677,1.2587,1.0325,0.6071,0.6381,0.8006,1.0325,shoulders
male,190.8,75.3,11.2,103.1,98.7,114.8,37.4,25.5,38.1,51.0,36.0,95.2,1.1631,1.0446,0.9645,0.5167,0.7059,0.9816,0.6818,legs
female,175.7,60.7,14.0,88.6,76.4,105.4,27.4,26.7,33.3,55.4,32.3,86.0,1.3796,1.1597,1.1257,0.7251,0.583,0.8228,0.9745,arms
male,179.7,67.2,17.7,98.8,78.4,111.7,35.6,27.3,36.2,52.8,35.5,102.5,1.4247,1.2602,1.3074,0.6735,0.6723,0.9834,0.7669,shoulders
female,163.6,68.4,34.2,93.4,76.1,108.5,23.85,23.5,31.8,46.7,36.2,102.8,1.4258,1.2273,1.3509,0.6137,0.7752,0.75,0.9853,arms
male,185.3,71.9,7.4,94.4,70.1,120.7,31.0,31.0,40.9,52.5,32.8,99.7,1.7218,1.3466,1.4223,0.7489,0.6248,0.7579,1.0,arms
male,163.9,85.9,5.0,95.6,93.8,142.1,33.0,24.3,36.5,58.4,26.28,89.5,1.5149,1.0192,0.9542,0.6226,0.45,0.9041,0.7364,chest
female,167.4,63.1,20.7,85.3,70.7,97.0,25.5,24.6,32.4,45.5,38.6,103.3,1.372,1.2065,1.4611,0.6436,0.8484,0.787,0.9647,arms
male,175.4,70.9,22.1,97.0,83.3,116.5,28.1,32.2,40.0,53.5,36.8,102.8,1.3986,1.1645,1.2341,0.6423,0.6879,0.7025,1.1459,arms
female,174.3,97.1,25.2,85.9,66.1,88.5,32.4,22.1,35.2,62.5,31.2,92.6,1.3389,1.2995,1.4009,0.9455,0.4992,0.9205,0.6821,shoulders
male,177.5,72.8,11.7,98.9,97.6,123.5,34.7,32.8,42.2,60.0,47.1,94.3,1.2654,1.0133,0.9662,0.6148,0.785,0.8223,0.9452,chest
female,162.6,74.9,24.5,93.2,93.1,110.7,29.7,21.1,33.5,50.0,38.1,106.9,1.189,1.0011,1.1482,0.5371,0.762,0.8866,0.7104,chest
male,189.6,103.3,18.9,104.5,78.7,115.8,29.7,26.6,37.7,48.0,38.3,103.2,1.4714,1.3278,1.3113,0.6099,0.7979,0.7878,0.8956,arms
female,150.0,62.2,17.6,85.7,85.6,87.0,25.1,25.1,31.2,51.3,23.085,103.0,1.0164,1.0012,1.2033,0.5993,0.45,0.8045,1.0,shoulders
female,168.0,66.8,33.6,103.3,60.5,103.8,27.8,21.9,35.5,57.5,41.7,108.8,1.7157,1.7074,1.7983,0.9504,0.7252,0.7831,0.7878,arms
male,169.6,70.7,13.7,110.6,75.3,110.5,28.200000000000003,36.3,37.6,61.2,31.4,102.7,1.4675,1.4688,1.3639,0.8127,0.5131,0.75,1.2872,arms
female,159.1,57.0,27.3,84.4,86.2,107.5,25.6,25.5,32.0,52.5,38.1,80.4,1.2471,0.9791,0.9327,0.609,0.7257,0.8,0.9961,chest
male,173.0,72.0,29.7,95.8,92.6,120.2,35.5,27.2,37.1,67.2,39.7,92.5,1.2981,1.0346,0.9989,0.7257,0.5908,0.9569,0.7662,chest
female,161.5,75.8,33.1,93.9,61.1,109.3,32.6,23.4,37.9,48.1,37.4,91.8,1.7889,1.5368,1.5025,0.7872,0.7775,0.8602,0.7178,arms
female,168.7,84.8,29.0,87.2,70.1,102.2,26.2,26.4,36.2,47.0,35.1,100.5,1.4579,1.2439,1.4337,0.6705,0.7468,0.7238,1.0076,arms
female,167.6,81.1,31.4,99.4,68.3,104.3,25.3,23.6,33.8,61.8,27.81,105.5,1.5271,1.4553,1.5447,0.9048,0.45,0.7485,0.9328,arms
female,156.9,70.7,35.0,89.8,61.8,118.6,29.7,23.4,30.1,56.1,37.4,104.0,1.9191,1.4531,1.6828,0.9078,0.6667,0.9867,0.7879,forearms
female,164.7,58.2,36.0,96.3,69.8,95.8,29.0,21.8,32.0,49.2,31.5,101.3,1.3725,1.3797,1.4513,0.7049,0.6402,0.9062,0.7517,shoulders
female,180.0,71.5,19.1,79.3,77.2,101.2,32.7,23.7,28.0,49.9,32.6,103.5,1.3109,1.0272,1.3407,0.6464,0.6533,1.1679,0.7248,chest
female,165.9,50.3,26.0,92.6,85.7,105.7,25.1,26.7,32.5,60.6,32.9,100.7,1.2334,1.0805,1.175,0.7071,0.5429,0.7723,1.0637,shoulders
female,166.9,73.8,23.0,86.1,76.9,98.2,22.7,23.9,32.7,55.2,36.8,105.3,1.277,1.1196,1.3693,0.7178,0.6667,0.6942,1.0529,arms
female,158.3,58.0,29.5,91.0,69.6,98.5,26.174999999999997,22.4,34.9,61.3,33.9,107.6,1.4152,1.3075,1.546,0.8807,0.553,0.75,0.8558,arms
male,179.9,51.4,12.2,92.7,81.1,118.9,34.6,28.9,35.9,62.1,27.945,93.5,1.4661,1.143,1.1529,0.7657,0.45,0.9638,0.8353,calves
female,160.9,65.9,22.8,77.9,62.3,111.1,32.5,27.0,33.6,50.1,33.5,88.1,1.7833,1.2504,1.4141,0.8042,0.6687,0.9673,0.8308,chest
male,179.8,89.5,29.8,99.3,71.8,117.0,32.9,26.5,39.0,50.7,36.5,100.6,1.6295,1.383,1.4011,0.7061,0.7199,0.8436,0.8055,arms
female,166.9,76.5,23.3,87.9,84.8,94.4,26.6,25.8,32.5,54.3,34.1,100.9,1.1132,1.0366,1.1899,0.6403,0.628,0.8185,0.9699,shoulders
female,170.5,65.1,32.6,92.4,80.9,96.8,34.1,23.6,26.1,66.0,35.0,96.8,1.1965,1.1422,1.1965,0.8158,0.5303,1.3065,0.6921,shoulders
female,167.6,55.2,22.5,86.1,71.7,100.4,31.0,23.7,34.0,59.7,34.7,91.8,1.4003,1.2008,1.2803,0.8326,0.5812,0.9118,0.7645,chest
male,184.5,104.6,24.2,96.3,62.9,108.2,36.5,27.7,36.7,43.0,35.9,88.4,1.7202,1.531,1.4054,0.6836,0.8349,0.9946,0.7589,legs
male,184.0,67.6,12.4,101.5,91.9,114.8,39.9,24.2,33.6,48.8,21.96,98.4,1.2492,1.1045,1.0707,0.531,0.45,1.1875,0.6065,legs
female,156.5,69.2,30.9,97.4,81.0,97.6,29.0,24.2,31.8,57.0,30.6,95.0,1.2049,1.2025,1.1728,0.7037,0.5368,0.9119,0.8345,shoulders
male,188.6,98.1,22.0,100.6,83.3,106.4,30.7,25.6,39.7,63.7,38.9,104.3,1.2773,1.2077,1.2521,0.7647,0.6107,0.7733,0.8339,arms
male,171.1,81.3,13.7,105.3,80.8,117.2,30.674999999999997,25.8,40.9,49.9,37.2,95.4,1.4505,1.3032,1.1807,0.6176,0.7455,0.75,0.8411,arms
male,168.4,60.6,22.5,96.9,83.2,112.7,37.7,28.9,38.7,51.0,38.0,89.1,1.3546,1.1647,1.0709,0.613,0.7451,0.9742,0.7666,legs
male,168.4,79.8,24.4,101.8,80.0,118.9,34.4,28.2,38.5,51.8,36.4,83.7,1.4863,1.2725,1.0463,0.6475,0.7027,0.8935,0.8198,glutes
male,170.3,98.5,5.0,113.4,69.2,108.4,35.2,29.9,37.1,63.4,32.8,93.2,1.5665,1.6387,1.3468,0.9162,0.5174,0.9488,0.8494,calves
male,174.2,54.9,17.9,99.1,93.7,107.7,31.4,31.6,38.9,61.3,27.585,99.2,1.1494,1.0576,1.0587,0.6542,0.45,0.8072,1.0064,shoulders
female,165.5,53.9,29.8,86.0,73.1,106.6,25.1,21.7,34.2,52.7,38.4,92.1,1.4583,1.1765,1.2599,0.7209,0.7287,0.7339,0.8645,arms
male,191.3,60.6,17.8,114.8,83.7,128.8,36.6,28.0,37.6,45.3,34.7,97.6,1.5388,1.3716,1.1661,0.5412,0.766,0.9734,0.765,legs
male,195.3,85.9,21.8,109.3,88.9,117.3,33.7,26.9,39.3,57.0,38.5,88.9,1.3195,1.2295,1.0,0.6412,0.6754,0.8575,0.7982,glutes
male,188.9,78.9,29.1,101.3,83.5,118.9,32.8,22.1,40.6,71.2,37.9,99.8,1.424,1.2132,1.1952,0.8527,0.5323,0.8079,0.6738,arms
male,186.1,81.5,19.6,87.5,79.2,120.9,37.6,30.8,33.3,49.1,38.3,90.8,1.5265,1.1048,1.1465,0.6199,0.78,1.1291,0.8191,chest
female,155.2,63.9,25.8,93.4,65.8,90.2,28.6,24.3,35.5,53.8,37.7,103.9,1.3708,1.4195,1.579,0.8176,0.7007,0.8056,0.8497,arms
female,164.7,46.0,25.6,90.6,78.1,93.3,26.9,25.2,32.7,54.2,24.39,91.4,1.1946,1.1601,1.1703,0.694,0.45,0.8226,0.9368,shoulders
female,171.1,62.5,25.8,89.7,75.5,99.8,26.5,22.1,32.2,54.1,27.2,100.8,1.3219,1.1881,1.3351,0.7166,0.5028,0.823,0.834,shoulders
male,164.9,77.1,15.7,110.2,79.1,123.3,39.5,26.1,37.9,68.4,36.9,98.6,1.5588,1.3932,1.2465,0.8647,0.5395,1.0422,0.6608,forearms
female,169.1,64.6,15.0,87.5,64.5,104.8,24.8,24.2,33.1,48.5,33.3,105.0,1.6248,1.3566,1.6279,0.7519,0.6866,0.7492,0.9758,arms
female,159.6,52.9,37.7,89.9,74.7,98.8,28.8,27.3,33.6,62.4,35.1,91.8,1.3226,1.2035,1.2289,0.8353,0.5625,0.8571,0.9479,shoulders
female,158.3,67.4,33.3,91.1,71.5,98.5,29.2,19.9,30.2,61.4,34.0,97.6,1.3776,1.2741,1.365,0.8587,0.5537,0.9669,0.6815,shoulders
female,169.4,66.8,21.5,85.1,72.4,106.1,27.9,22.7,33.1,55.8,32.3,108.9,1.4655,1.1754,1.5041,0.7707,0.5789,0.8429,0.8136,chest
male,178.9,53.2,16.7,91.2,75.2,137.4,35.0,31.7,40.6,63.9,28.755,107.2,1.8271,1.2128,1.4255,0.8497,0.45,0.8621,0.9057,calves
male,178.3,85.7,17.2,100.4,83.6,121.1,41.0,24.4,41.4,55.8,41.1,93.7,1.4486,1.201,1.1208,0.6675,0.7366,0.9903,0.5951,forearms
female,164.0,46.0,36.4,83.4,74.7,96.6,23.3,22.5,31.5,49.0,34.9,88.1,1.2932,1.1165,1.1794,0.656,0.7122,0.7397,0.9657,arms
male,177.1,47.3,14.9,103.7,74.4,122.1,35.7,24.9,38.0,62.9,32.5,94.6,1.6411,1.3938,1.2715,0.8454,0.5167,0.9395,0.6975,calves
male,172.0,88.4,11.5,98.7,88.0,98.8,29.025000000000002,29.3,38.7,54.9,31.6,100.4,1.1227,1.1216,1.1409,0.6239,0.5756,0.75,1.0095,shoulders
female,168.3,69.2,23.3,97.5,69.2,112.3,32.6,25.6,32.5,71.3,35.5,101.9,1.6228,1.409,1.4725,1.0303,0.4979,1.0031,0.7853,calves
male,170.1,100.1,14.6,107.4,94.4,122.8,31.2,27.0,30.0,57.3,39.2,94.3,1.3008,1.1377,0.9989,0.607,0.6841,1.04,0.8654,glutes
female,163.2,78.4,25.7,103.0,69.4,105.5,26.5,28.2,33.4,68.8,30.96,112.2,1.5202,1.4841,1.6167,0.9914,0.45,0.7934,1.0642,calves
female,170.0,51.6,28.1,82.5,76.1,93.4,27.7,25.7,34.4,48.6,28.4,104.0,1.2273,1.0841,1.3666,0.6386,0.5844,0.8052,0.9278,shoulders
female,159.2,88.1,26.0,76.3,61.5,109.4,28.5,26.7,30.0,56.7,35.0,98.9,1.7789,1.2407,1.6081,0.922,0.6173,0.95,0.9368,chest
female,162.8,66.9,27.8,91.8,83.6,95.6,21.7,25.5,30.6,53.7,32.9,94.9,1.1435,1.0981,1.1352,0.6423,0.6127,0.7092,1.1751,shoulders
female,161.6,72.1,26.0,93.5,70.0,110.3,26.2,17.7,33.8,60.6,33.0,109.6,1.5757,1.3357,1.5657,0.8657,0.5446,0.7751,0.6756,arms
male,182.7,106.4,18.2,98.2,83.0,131.0,35.6,34.4,38.8,54.1,33.7,96.4,1.5783,1.1831,1.1614,0.6518,0.6229,0.9175,0.9663,chest
male,174.7,75.7,19.4,115.5,84.5,102.6,30.3,28.8,38.3,67.7,39.8,102.5,1.2142,1.3669,1.213,0.8012,0.5879,0.7911,0.9505,shoulders
female,171.6,55.1,31.8,88.0,62.4,108.2,32.9,22.0,36.9,46.1,20.745,98.8,1.734,1.4103,1.5833,0.7388,0.45,0.8916,0.6687,calves
female,161.0,66.5,22.8,87.5,76.2,99.3,22.5,21.4,30.0,60.6,41.0,108.5,1.3031,1.1483,1.4239,0.7953,0.6766,0.75,0.9511,arms
male,173.5,78.0,24.3,81.7,80.7,123.9,29.4,29.3,39.1,49.3,36.3,91.7,1.5353,1.0124,1.1363,0.6109,0.7363,0.7519,0.9966,chest
female,169.0,69.4,26.4,92.0,64.6,103.8,25.2,25.6,34.7,60.1,41.0,97.4,1.6068,1.4241,1.5077,0.9303,0.6822,0.7262,1.0159,arms
male,175.5,59.6,8.9,105.0,71.4,109.4,33.6,26.8,40.7,58.4,32.8,102.8,1.5322,1.4706,1.4398,0.8179,0.5616,0.8256,0.7976,arms
male,168.1,85.5,13.7,94.1,100.8,119.0,33.1,28.3,40.6,53.8,33.9,100.6,1.1806,0.9335,0.998,0.5337,0.6301,0.8153,0.855,chest
female,170.9,47.3,24.5,78.8,65.5,113.1,31.7,25.9,29.4,49.7,36.2,105.7,1.7267,1.2031,1.6137,0.7588,0.7284,1.0782,0.817,chest
female,161.5,52.6,35.9,86.7,74.3,104.6,31.9,20.6,35.9,48.3,21.735,86.3,1.4078,1.1669,1.1615,0.6501,0.45,0.8886,0.6458,calves
female,174.8,72.7,28.5,82.7,68.1,113.4,29.7,25.2,33.2,54.3,37.7,102.1,1.6652,1.2144,1.4993,0.7974,0.6943,0.8946,0.8485,chest
male,168.1,95.4,20.6,95.1,94.6,120.0,35.1,30.7,40.0,59.8,35.2,109.9,1.2685,1.0053,1.1617,0.6321,0.5886,0.8775,0.8746,chest
female,169.5,64.1,28.7,98.6,71.5,108.2,28.9,21.4,36.1,60.3,33.5,108.8,1.5133,1.379,1.5217,0.8434,0.5556,0.8006,0.7405,arms
female,164.8,60.3,30.5,86.6,80.1,108.2,26.7,27.6,31.1,47.5,38.0,82.8,1.3508,1.0811,1.0337,0.593,0.8,0.8585,1.0337,chest
male,178.7,62.0,12.3,86.9,87.4,107.4,27.450000000000003,27.1,36.6,61.1,38.5,104.0,1.2288,0.9943,1.1899,0.6991,0.6301,0.75,0.9872,chest
male,177.8,73.1,19.0,93.8,80.2,114.6,35.2,28.0,39.5,57.4,33.7,97.3,1.4289,1.1696,1.2132,0.7157,0.5871,0.8911,0.7955,chest
female,168.4,61.9,27.2,91.5,86.8,106.7,28.3,21.3,35.0,54.4,24.48,98.4,1.2293,1.0541,1.1336,0.6267,0.45,0.8086,0.7527,calves
female,160.1,63.7,25.6,89.6,83.9,94.8,35.1,22.9,34.5,56.8,29.0,91.5,1.1299,1.0679,1.0906,0.677,0.5106,1.0174,0.6524,shoulders
male,185.0,62.6,12.9,101.3,88.3,121.5,30.1,23.2,39.6,66.6,34.6,88.0,1.376,1.1472,0.9966,0.7542,0.5195,0.7601,0.7708,arms
male,180.8,78.7,26.4,107.4,85.7,102.4,31.2,26.4,35.8,59.1,36.8,84.3,1.1949,1.2532,0.9837,0.6896,0.6227,0.8715,0.8462,shoulders
male,178.1,87.0,22.5,93.9,95.3,116.9,40.1,25.3,42.3,52.6,46.2,89.3,1.2267,0.9853,0.937,0.5519,0.8783,0.948,0.6309,chest
male,175.5,92.0,17.8,91.3,58.8,138.1,34.3,19.2,38.9,62.1,33.1,91.0,2.3486,1.5527,1.5476,1.0561,0.533,0.8817,0.5598,forearms
female,172.2,66.1,34.8,97.9,72.2,93.0,27.2,24.3,33.1,59.8,38.0,104.2,1.2881,1.356,1.4432,0.8283,0.6355,0.8218,0.8934,shoulders
female,168.1,89.6,17.1,93.4,88.7,95.8,31.5,25.8,29.3,60.3,27.134999999999998,99.5,1.08,1.053,1.1218,0.6798,0.45,1.0751,0.819,shoulders
male,187.2,80.4,15.2,96.4,80.9,109.4,32.1,28.4,39.2,65.2,37.0,92.7,1.3523,1.1916,1.1459,0.8059,0.5675,0.8189,0.8847,arms
female,166.8,63.7,25.5,91.8,78.2,105.9,23.625,21.0,31.5,61.1,33.5,89.2,1.3542,1.1739,1.1407,0.7813,0.5483,0.75,0.8889,arms
male,171.4,82.5,20.9,100.0,61.7,121.1,39.3,30.4,31.6,70.8,30.7,88.5,1.9627,1.6207,1.4344,1.1475,0.4336,1.2437,0.7735,calves
female,167.7,65.9,22.6,99.3,73.7,93.0,32.3,23.5,35.8,59.4,43.4,97.5,1.2619,1.3474,1.3229,0.806,0.7306,0.9022,0.7276,shoulders
female,169.3,61.7,30.8,69.4,73.4,103.3,27.5,20.8,35.3,53.0,35.7,99.7,1.4074,0.9455,1.3583,0.7221,0.6736,0.779,0.7564,chest
male,188.0,84.7,23.0,101.2,79.4,116.9,32.9,29.7,38.3,53.2,35.1,85.3,1.4723,1.2746,1.0743,0.67,0.6598,0.859,0.9027,arms
male,178.0,107.3,26.1,91.7,85.8,119.8,33.1,27.5,36.9,69.2,31.14,98.4,1.3963,1.0688,1.1469,0.8065,0.45,0.897,0.8308,calves
male,183.8,98.6,11.7,95.9,88.1,118.2,35.9,27.1,43.6,54.0,46.8,104.7,1.3417,1.0885,1.1884,0.6129,0.8667,0.8234,0.7549,chest
female,158.8,75.0,29.6,75.2,62.8,106.5,27.5,21.7,35.7,50.7,33.4,94.8,1.6959,1.1975,1.5096,0.8073,0.6588,0.7703,0.7891,arms
male,166.0,75.0,7.7,97.5,90.5,123.9,31.1,29.6,37.4,66.2,35.5,75.2,1.3691,1.0773,0.8309,0.7315,0.5363,0.8316,0.9518,glutes
male,174.8,78.2,20.0,88.6,84.7,122.3,35.5,26.2,41.0,52.0,33.5,95.0,1.4439,1.046,1.1216,0.6139,0.6442,0.8659,0.738,chest
male,175.7,99.2,19.8,100.6,86.3,123.9,35.0,22.6,41.3,58.7,38.7,93.2,1.4357,1.1657,1.08,0.6802,0.6593,0.8475,0.6457,forearms
male,162.0,68.8,21.1,110.4,86.7,109.6,25.575000000000003,32.1,34.1,70.6,43.5,110.9,1.2641,1.2734,1.2791,0.8143,0.6161,0.75,1.2551,arms
male,175.6,87.0,23.5,94.8,74.1,115.7,30.9,31.7,36.2,58.6,26.37,105.0,1.5614,1.2794,1.417,0.7908,0.45,0.8536,1.0259,calves
male,180.7,67.8,24.1,110.1,67.2,132.1,31.2,29.8,38.2,57.6,35.2,89.1,1.9658,1.6384,1.3259,0.8571,0.6111,0.8168,0.9551,arms
female,163.3,50.6,19.8,81.0,69.8,107.4,25.5,25.4,32.7,54.3,35.1,111.2,1.5387,1.1605,1.5931,0.7779,0.6464,0.7798,0.9961,arms
male,189.6,95.4,17.9,109.5,81.1,120.3,31.8,30.9,35.9,57.7,38.7,103.3,1.4834,1.3502,1.2737,0.7115,0.6707,0.8858,0.9717,arms
female,169.5,54.2,13.1,84.8,80.7,103.9,26.1,23.1,33.1,59.7,29.4,99.2,1.2875,1.0508,1.2292,0.7398,0.4925,0.7885,0.8851,chest
female,156.8,49.8,23.8,90.1,74.1,100.1,25.9,22.0,33.7,63.5,27.2,105.0,1.3509,1.2159,1.417,0.857,0.4283,0.7685,0.8494,calves
male,181.7,98.6,13.5,107.6,72.7,119.0,33.0,28.1,35.0,60.6,42.3,89.2,1.6369,1.4801,1.227,0.8336,0.698,0.9429,0.8515,arms
female,170.1,61.7,34.2,87.0,73.1,97.0,28.4,23.0,34.6,52.2,23.490000000000002,103.7,1.3269,1.1902,1.4186,0.7141,0.45,0.8208,0.8099,calves
male,182.4,107.9,21.3,104.2,90.1,129.9,39.0,24.7,40.4,59.6,35.2,83.6,1.4417,1.1565,0.9279,0.6615,0.5906,0.9653,0.6333,glutes
female,162.8,48.9,23.9,95.0,69.4,104.6,24.3,23.7,34.3,47.5,32.4,89.9,1.5072,1.3689,1.2954,0.6844,0.6821,0.7085,0.9753,arms
male,179.1,81.3,17.2,102.6,87.1,114.0,28.049999999999997,27.8,37.4,70.4,34.5,98.0,1.3088,1.178,1.1251,0.8083,0.4901,0.75,0.9911,arms
male,187.8,70.6,26.0,98.8,106.5,120.9,29.1,27.4,42.0,58.5,35.8,101.0,1.1352,0.9277,0.9484,0.5493,0.612,0.6929,0.9416,chest
female,163.7,54.6,36.4,81.4,75.4,107.4,28.0,19.9,30.5,59.1,32.3,83.4,1.4244,1.0796,1.1061,0.7838,0.5465,0.918,0.7107,chest
male,171.9,90.8,16.8,98.0,84.5,108.9,30.7,27.2,34.6,62.3,34.8,85.9,1.2888,1.1598,1.0166,0.7373,0.5586,0.8873,0.886,shoulders
